Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cameroon,,,,,,,,,,,3.905608069,3.449970969,3.402939407,4.164266115,4.465391968,4.148746286,4.291835381,5.505870697,5.258276205,8.675331932,10.66575992,9.21696591,6.892247375,9.037557107,10.42760643,12.02125008,4.42594525,6.463972913,5.828568001,10.15942166,11.9086297,7.768893223,7.80091581,5.299073629,8.654952425,8.983793354,9.193799163,8.909709861,5.515317516,5.151247341,8.335748175,5.684395368,5.279828085,5.082680507,4.731787887,7.391665666,8.543908008,8.98192175,10.07692778,5.823854385,6.920418862,8.164166084,8.405814175,7.333028825,7.035907313,5.6356334,5.367372165,6.083526408,6.104639863,5.555844243,4.342022685,5.525982684,
Democratic Republic of Congo,,,,,,,,,,,11.50468532,7.723277262,7.433925623,11.99605039,11.65839169,6.719842073,8.173705345,7.881499121,6.428804602,8.436072056,10.63951692,9.820728338,9.638488726,10.65976985,13.44163185,13.26118912,12.74785371,16.46587794,19.3538877,20.35704391,20.06545944,13.33100877,15.84997229,10.71546453,23.56337336,36.29214106,36.29903341,32.2278075,32.18290011,28.49657879,7.511260461,18.42000949,18.86768592,29.55335664,24.08642146,23.74286551,24.02581618,25.76370802,28.45840709,28.26180082,25.96088464,28.88304749,27.12297046,25.74621951,24.55687799,20.10939273,20.5721227,24.76565584,18.41677579,12.75005858,15.92819733,38.82726652,
Republic of Congo,,,,,,,,,,,6.64483208,5.897985685,5.74750805,7.455912291,29.52414906,17.06464015,19.74344955,21.77039531,22.580466,43.06591265,33.8386873,20.69740059,9.910901622,20.18744802,24.37706402,26.15026843,13.40576577,21.68949016,22.37204649,36.57758079,42.726097,25.3754326,27.61595398,32.03667425,39.6825674,39.12890967,39.26877533,45.59159234,30.52293074,39.24372254,59.68387252,48.0984535,46.64501144,39.31729453,40.08204823,48.09891143,53.31476209,47.48708376,52.64450299,35.57790927,43.93984142,51.84373021,41.35734914,33.14484956,27.65823129,15.8857046,17.00003927,29.80638077,42.66820465,39.24303916,26.21813242,37.71254809,
Colombia,,,,,,,,,,,0.971130535,1.23438281,1.293336697,1.764500054,4.756752362,4.635504779,3.980233014,2.7658687,2.451622302,4.317493486,4.87046443,3.960091103,2.804724845,3.427518743,3.593894657,3.959513736,3.10535995,5.14044866,4.021864656,5.891759594,6.902906376,4.199511378,3.652009845,2.98064671,2.416951036,3.128409784,3.723840394,3.066702306,2.054300242,4.321811829,5.792412752,3.898278216,3.950071891,4.563029203,5.928136726,6.261158456,7.290626786,6.699773116,8.788226917,4.85703346,6.70109253,9.860491552,8.296830791,7.38433936,6.530577898,3.705876146,3.099477145,3.728233211,4.940258189,4.304330929,2.551194176,5.323964454,
Comoros,,,,,,,,,,,,,,,,,,,,,0.814546844,0.811701996,1.288461703,0.793048315,0.769874523,0.516529286,0.619038525,0.505536403,0.546126078,0.599385261,0.733042704,0.752536474,0.732272833,0.633194862,1.091606346,1.689939328,1.725396132,1.760660865,1.832497564,1.271047552,1.399519881,1.273430224,1.375146732,1.655367519,1.232593207,1.297308546,1.265309639,1.58338532,1.716692455,1.749119163,1.593442398,1.633542186,1.916536866,1.841063364,1.976956784,2.465764268,2.506756508,2.363853111,1.551942789,1.486523561,1.599209654,1.628434134,
Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.8796729,60.06295653,70.35926486,59.43334366,56.33324488,45.70774421,27.14440866,28.72348148,29.99935871,29.52371499,28.622061,22.56225008,14.28439088,17.46492018,24.26330643,19.19753734,14.35618347,25.65397201,32.15302204,30.85329337,22.05233307,49.20578761,21.74973758,33.28737049,40.13409833,25.05584706,16.55793877,12.00935424,9.498123972,10.1923208,12.32030945,14.34366817,13.16112967,11.58279868,17.65772345,
Costa Rica,,,,,,,,,,,4.138109348,3.814164759,3.968461118,5.863249494,5.390086998,7.255321658,5.570561001,5.778399733,5.626145812,6.959567719,5.352922119,8.516184839,12.01025162,5.079417282,2.937580098,2.44375554,2.515583341,3.256961007,3.04797984,2.811834205,3.293625364,2.770585198,2.571394245,2.203274888,2.368552024,2.905949411,2.578770763,2.287302857,1.518171984,1.154233514,1.014415578,1.051218449,0.981118861,1.020448801,1.001105936,1.121429787,1.491984093,1.638402282,1.486549115,1.230147594,1.627167159,1.263849901,1.242577257,1.341229017,1.387670719,1.133974483,1.233220833,1.133839555,0.945537296,0.759689841,0.90474824,0.763407374,
Caribbean small states,,,,,,,,,,,6.53759863,6.128424446,6.778405198,7.797292328,19.64193702,16.01336463,16.28895659,14.36443381,15.51468999,25.72813938,18.88408825,16.31152098,8.368966905,8.738592689,10.18255888,9.782236054,6.02913749,6.580417944,5.113644617,7.145012049,8.478596166,6.347750415,6.163535402,5.382153435,5.327120886,4.992472321,5.463549196,4.154340238,2.465247353,3.258612803,4.413195759,3.477725078,3.699964092,3.878744263,4.450830605,6.655994875,7.864043553,7.524321054,7.983873543,6.979539118,7.346535587,11.20330435,10.37611862,9.842359431,7.900272447,3.79190229,3.373958877,4.030142348,4.856250268,4.272546056,3.312895083,6.604664395,
Cuba,,,,,,,,,,,0.871413246,0.722411837,0.644933508,0.587847693,0.672692913,0.787509329,0.845151371,0.786682536,0.439257739,0.843778962,0.817020354,0.75816705,0.604480182,0.530018274,0.52941895,0.597719579,0.28733528,0.398841269,1.535520073,1.660082781,0.889900006,0.974175975,0.980780882,0.726531019,0.749040388,1.103198783,1.427021804,1.130126635,0.568750636,0.788553451,1.906135859,1.176279179,1.367674889,1.920218749,2.705990898,2.637736541,3.746131179,6.720397948,3.186620445,1.763134618,2.69060313,2.926948254,2.187520362,1.711881605,1.667347718,0.693800859,0.469100172,0.663678033,1.101854199,0.920750895,0.565351678,,
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cyprus,,,,,,,,,,,,,,,,1.335582423,1.654080572,0.730411027,0.440335784,0.21830699,0.149344974,0.089694471,0.081178169,0.085200409,0.072375148,0.06931007,0.046626948,0.037944948,0.047556245,0.050036182,0.030395286,0.018745723,0.012802457,0.012898024,0.009598808,0.007740009,0.014720566,0.024633769,0.011082271,0.014109308,0.019198478,0.009878277,0.010947039,0.00789407,0.008770465,0.00193201,0.001863201,0.00764839,0.019593476,0.027266492,0.04457225,0.071751764,0.072728857,0.044909163,0.034871859,0.019857897,0.001471314,0.005391486,0.004692312,0.003613252,0.007931086,0.012764565,
Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.433346712,1.70354684,1.109969299,0.977474119,0.728570452,0.746615356,0.701959149,0.661458599,0.515210661,0.436825556,0.557045438,0.778678694,0.470038679,0.416967464,0.888200042,0.767854032,0.764905942,0.695946016,1.533732458,0.701083426,0.965734444,1.07008711,0.640579925,0.382852117,0.345428962,0.314061907,0.310276297,0.372292875,0.389418621,0.399790319,0.416571327,0.394999591,
Germany,,,,,,,,,,,0.243896618,0.259783002,0.221964838,0.236370059,0.395499192,0.764278003,0.804260045,0.679211568,0.505147853,0.498226116,0.610616968,0.966482896,0.985564012,0.639319044,0.518091357,0.552657485,0.252337889,0.149492707,0.134667345,0.174311767,0.23086703,0.130095413,0.091506479,0.075621989,0.061822183,0.074869531,0.082276616,0.080633906,0.052897382,0.046661797,0.09414689,0.131528984,0.104825753,0.096379238,0.138403613,0.138854595,0.163910636,0.170900169,0.305968629,0.158934709,0.19552237,0.228554942,0.164856193,0.125055627,0.097361259,0.076012009,0.064220251,0.068263666,0.084765461,0.092626032,0.076745398,0.077084899,
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,0.174830504,,0.552230097,0.562759523,0.588732441,0.568218463,0.583263428,0.496362278,0.380891594,0.418635435,0.632478856,0.664007194,0.676909113,0.947348472,0.391087418,0.382079268,0.415974591,0.454277724,0.623059168,0.573154706,0.539507985,0.616385692,0.523310117,0.790439022,0.743212074,0.838156181,0.888463491,0.945907199,0.526727089,0.788998443,0.662618365,0.484424418,0.571398009,0.278959299,0.358531614,0.322148756,0.27711049,
Dominica,,,,,,,,,,,,,,,,,,0.190569228,0.152935787,0.180520043,0.153105969,0.120961388,0.235477935,0.072052806,0.037708535,0.02166903,0.018934998,0.016246679,0.014258064,0.013318043,0.04249033,0.046038542,0.040582544,0.029638552,0.033180641,0.040285357,0.027614817,0.037896329,0.030749194,0.02546173,0.024917176,0.024272875,0.022138961,0.022810766,0.02202869,0.021634344,0.028680734,0.027065373,0.026123999,0.021986551,0.04915488,0.0412283,0.041452081,0.053937437,0.065145184,0.047467708,0.060234395,0.055945427,0.034824305,0.02842603,0.046289331,0.033067868,
Denmark,,,,,,,,,,,0.06812369,0.055822087,0.058070234,0.064446731,0.057503235,0.062702523,0.069633588,0.089066032,0.078080283,0.11954558,0.121113481,0.198367929,0.295145091,0.412054411,0.455971174,0.574785716,0.25780531,0.333208831,0.258014016,0.481868105,0.550476869,0.325339495,0.331978946,0.389353554,0.354976841,0.370903245,0.537019819,0.544009603,0.155032602,0.548736539,1.518926774,1.232994913,1.17562785,1.10244847,1.309126706,1.720683052,1.821550483,1.609472608,2.107733046,1.183792143,1.218069595,1.635378919,1.522098458,1.176083463,0.983209243,0.521484569,0.342477975,0.470200712,0.587862612,0.446224763,0.162332732,0.338664386,
Dominican Republic,,,,,,,,,,,0.728567423,0.782206677,1.935342143,2.676666238,2.675582684,2.167331197,2.026073883,1.793317327,0.892600908,2.093487455,3.120528262,1.973393474,0.925069503,1.090283926,0.705552974,1.446049702,0.566831964,1.202527459,5.716648466,4.483803734,2.010174588,1.407954635,0.80256648,0.27024182,0.793311412,1.140021778,0.703394465,0.503240743,0.048113153,0.190528243,0.341026792,0.022789006,0.027647779,0.541632395,1.21413015,0.72103539,1.606234311,2.528048004,0.234147046,0.123503913,0.172400177,0.340210818,0.446840709,1.02972097,1.037509545,0.535347858,1.281947932,1.035344541,0.868889464,1.055444442,1.239311094,2.077113185,
Algeria,,,,,,,,,,,7.89139762,7.738255513,9.691873736,11.54124381,28.48445107,23.70503467,24.67301377,24.25756665,21.28588806,39.08407131,31.49054811,26.07046541,19.27555463,19.23866838,17.72693513,16.25327943,7.79806707,10.38433464,10.30236569,15.07469043,18.37737698,17.14419485,16.38745317,14.91240779,16.43384401,18.87711951,21.17192421,20.33273441,14.62708104,18.62330517,26.68689739,23.63094129,23.47093852,24.45232261,26.15731301,32.68003154,34.19132242,32.06007285,32.86509136,24.20225093,25.53832442,28.58128996,26.25251446,24.2231339,22.61230978,14.92525275,12.8191814,15.37239297,20.71720284,18.52367894,14.03437709,22.59027035,
East Asia & Pacific (excluding high income),,,,,,,,,,,1.839289011,1.818811678,2.458053098,4.358929009,7.889570616,9.009928281,10.60682171,11.16744746,11.46779588,18.74675187,19.68130822,17.02808352,13.99865776,12.2302495,10.35708443,9.726394444,6.419108954,7.526129244,6.978591628,8.05498973,9.239725346,6.507321897,6.064894958,5.075414431,4.218961844,4.18868772,3.95919605,3.360327615,2.685788498,2.803068374,4.092662572,3.612698117,2.960101265,3.215726634,5.408424852,5.929619864,6.183069741,6.760726234,9.505108805,4.296653313,6.311177028,7.636734688,4.409722919,3.371317574,2.780731083,1.540835395,1.358459779,1.654590667,1.832496881,1.578615598,1.10448272,2.10748729,
Early-demographic dividend,,,,,,,,,,,3.136423597,3.463949602,4.270254424,6.153713105,16.82168997,13.59667693,14.85834832,14.82503819,13.20838649,23.52977202,22.29186578,17.42552181,12.55023736,11.69529295,10.91699016,9.885670343,5.821435836,7.605867044,6.941484725,9.33372429,11.51748968,6.983242325,6.605859871,6.457838253,6.198020613,6.484199546,7.219329548,6.161454846,4.079431395,5.16757868,8.04950138,6.765184301,6.894480885,7.565696627,9.006677085,11.11450339,11.78010255,11.06849394,13.58403143,7.909711898,9.091285941,11.76187606,10.75896083,9.65142863,8.294954344,4.549655852,3.984827901,4.822270055,6.287626472,5.159625217,3.718221941,6.507420039,
East Asia & Pacific,,,,,,,,,,,0.886807811,0.871155269,0.954091832,1.531127016,2.686323898,3.089887123,3.366383625,3.334483976,2.974724808,4.976263867,5.767578162,4.644111618,4.025041978,3.417556608,2.899472918,2.721351512,1.391872407,1.441592395,1.364286868,1.572356786,1.700753293,1.159158569,1.118867622,0.981404073,0.770600757,0.823191694,0.926137172,0.866365857,0.728918705,0.728817167,1.082641645,1.104905306,0.994078272,1.075269662,1.801032355,2.200142197,2.622436275,3.238534308,4.846178925,2.325392879,3.610112852,4.511473136,2.742245298,2.360415034,2.018487427,1.191243935,1.078532339,1.353472416,1.502214858,1.380039214,1.077340125,2.172128672,
Europe & Central Asia (excluding high income),,,,,,,,,,,0.691508497,0.660287783,0.580501952,0.782691076,1.181357321,0.916591009,0.935880834,0.819877007,0.811207187,0.844103058,1.42988315,1.523500774,1.470352154,1.177015166,1.254632012,1.255234031,0.760206405,1.701779597,4.733258687,7.103046729,9.439117771,4.908802271,5.83459369,5.382607933,5.052098246,6.109467033,6.858295605,5.730457721,2.068540185,4.824311081,10.40558323,11.40122952,9.739787487,9.468767178,9.731617965,10.58347907,11.80042411,10.82813614,13.74440608,9.701664986,9.842452153,12.408057,10.83620892,9.517561166,8.887483029,6.059489583,5.140855712,6.687224553,10.05945132,8.395358993,5.245862768,12.81236666,
Europe & Central Asia,,,,,,,,,,,0.239816399,0.23411008,0.224756308,0.264159259,0.437162651,0.577344536,0.65175503,0.613410531,0.5343657,0.81142412,0.930990072,0.99492539,0.82897353,0.883700156,0.907344832,0.93056644,0.390650336,0.430206094,0.806185349,1.119204095,1.339621464,0.702950637,0.698969219,0.724801775,0.618340621,0.704279977,0.809154366,0.736017288,0.257005899,0.498275052,1.211235565,1.223331415,1.079018806,1.050814809,1.19810469,1.478946913,1.807411375,1.781706083,2.536346835,1.581805359,1.935722818,2.660992115,2.495681592,2.205414869,1.887574912,1.138944364,0.939594896,1.292870323,1.794734337,1.479833158,0.886145864,2.220465924,
Ecuador,,,,,,,,,,,0.603234397,0.72141959,1.454226036,3.781538611,8.41494089,6.530966272,6.806866754,4.913734179,5.462808907,11.97625156,11.31519107,7.980590647,5.562194575,9.314055068,9.930169551,10.01181021,5.417879351,6.096962819,7.898746622,10.08239549,12.99156569,7.241412518,7.576412974,6.941669978,6.694767026,7.81653811,9.063843305,7.152325027,4.064218274,8.233060972,16.73243762,9.407336481,8.38814722,8.74010783,12.57263654,16.84983806,18.38941152,16.90019203,18.96187278,9.264082839,11.79073154,16.57737601,14.52651863,12.88132534,11.59035718,4.632023979,3.758067809,4.983720235,7.096420785,5.820701049,2.924306685,6.699437202,
Egypt,,,,,,,,,,,1.717488987,1.823371524,1.739876025,1.787369878,6.589726266,7.951658486,10.1700916,12.90968303,14.86517764,29.91275849,32.50936934,28.51123864,21.30620573,20.42320989,20.61219507,18.63725708,8.60401134,12.85942793,12.03436414,14.8471424,17.92112871,12.93063765,12.13515884,10.78777858,8.806662062,8.462935575,9.355199736,6.972730465,4.333998287,5.93374873,7.419745911,6.469385802,7.300375276,9.137431765,11.37711259,14.46448521,14.84638755,13.5101746,15.58248556,9.130781939,9.450615565,12.3388402,10.74549784,9.781882564,8.432227974,4.129068947,3.209080608,5.698864287,7.596563559,5.724961312,3.257743272,5.139120075,
Euro area,,,,,,,,,,,0.22410645,0.220817645,0.214527889,0.239029839,0.398861678,0.524852604,0.561982032,0.475030928,0.376992682,0.435210275,0.506800188,0.577683727,0.517530255,0.440457612,0.389865201,0.400532975,0.215295557,0.145419065,0.152091201,0.182812172,0.178882653,0.114018631,0.08813549,0.099138217,0.091334749,0.113282151,0.116964448,0.113716547,0.059365009,0.06141896,0.118545995,0.154127321,0.124988724,0.112026168,0.120555631,0.117366822,0.162175946,0.164851498,0.238003072,0.147658172,0.181256175,0.22097895,0.211826614,0.189616103,0.148097078,0.105964998,0.083110021,0.095726031,0.118181994,0.09618753,0.071419732,0.116748511,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.389152203,6.08521291,8.865724327,7.708812147,7.718044056,7.64973794,4.928172479,4.922254905,4.514205352,3.09853412,4.529856926,3.259232985,3.276171596,2.8194213,3.96277102,4.284507803,2.401739368,2.521877075,26.95626214,,,,,,,,,,,
Spain,,,,,,,,,,,0.200852857,0.167307776,0.157025643,0.251069681,0.366228212,0.287573268,0.311582688,0.261397051,0.204271239,0.23566507,0.33531368,0.400501071,0.444033925,0.435796495,0.309352018,0.305277189,0.140329509,0.120274853,0.229810581,0.235863454,0.122231622,0.074023463,0.071095844,0.068426965,0.06930148,0.068696726,0.05972824,0.053398011,0.042580993,0.039290872,0.049926668,0.056440585,0.045937933,0.037680044,0.04689836,0.036512986,0.043761114,0.052254525,0.065176881,0.035310828,0.058346057,0.065256205,0.073062923,0.062734872,0.060647751,0.047892261,0.041931725,0.053065607,0.063007784,0.039010107,0.038121605,0.115181022,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64981707,3.002580693,2.624444652,1.820208073,2.474482778,3.709128205,3.074504441,2.456910964,2.152059604,1.597753196,1.642375141,1.646299103,1.575975945,2.095391727,1.578916855,1.559612268,1.785190428,1.970526105,1.799242677,1.765577813,1.445920027,1.24687276,1.733436412,2.01785331,1.807729636,1.430243262,1.721225984,
Ethiopia,,,,,,,,,,,,,,,,,,,,,,13.13967237,18.17208083,10.6705767,10.69627858,6.863227881,10.63283873,9.574842498,10.38838249,10.22907498,11.89886966,11.23210226,15.08006516,14.69157396,22.91789198,31.64930357,28.66873567,27.07928527,31.21413416,19.60366512,18.48526548,18.14881277,23.18932315,36.14132104,27.81099335,23.49319366,18.82885483,21.91153683,18.77934937,16.43173775,15.81999576,17.42825322,14.92818057,14.0104012,13.38448202,12.19322291,11.23397904,9.877870637,6.368875747,5.503739714,5.497700603,5.867073474,
European Union,,,,,,,,,,,0.252311796,0.244672147,0.231800484,0.269327667,0.424134011,0.525084944,0.560396673,0.470068439,0.38040148,0.439073039,0.512352503,0.579216764,0.529648788,0.455161974,0.403581207,0.42001128,0.230845425,0.200384783,0.219130775,0.254685347,0.268831915,0.180847489,0.145634874,0.156009537,0.141101431,0.171396181,0.172212975,0.170120362,0.090979799,0.101895007,0.197410042,0.231655711,0.189358123,0.171692739,0.210787884,0.22062772,0.284154116,0.282116092,0.408327761,0.236268,0.422161117,0.541422576,0.438083783,0.382409377,0.326339594,0.191500057,0.194456426,0.266244588,0.282920898,0.158729767,0.120160489,0.228854312,
Fragile and conflict affected situations,,,,,,,,,,,5.344745498,6.125890231,6.503068028,9.72070984,30.30851725,24.27648252,22.60552123,21.8717411,20.31774424,31.34501243,31.29599174,11.89631099,8.427316414,11.34554364,13.47940346,13.59723284,8.086051891,10.02176954,9.285173323,14.21043532,14.14106867,10.77982616,12.89161633,14.6468146,16.20399871,16.10658918,17.70819948,15.20004389,10.38550132,12.44365525,19.21217465,15.45463403,15.20209729,15.97399054,18.20366698,21.40031441,21.06266397,19.29604863,21.86980744,13.11175612,15.53690098,21.66747036,19.95828357,17.05918007,14.21043907,9.983104451,9.563339645,12.31916125,15.35041103,13.47456192,8.615715838,16.40579065,
Finland,,,,,,,,,,,1.791436619,1.408227828,1.379517609,1.799077491,1.588020362,0.976968261,0.98524476,0.911445298,1.159376348,1.339959684,1.316489325,1.057193519,0.86351752,0.811356142,0.682139575,0.760229337,0.651283128,0.566258563,0.549989127,0.629706679,0.475620343,0.34354526,0.428508754,0.548937085,0.535854943,0.477442012,0.473774437,0.470510849,0.450187986,0.399618675,0.427730999,0.37056724,0.42039271,0.373953038,0.300645302,0.29800251,0.37337849,0.414692569,0.387209366,0.333184977,0.504266194,0.532649115,0.577535778,0.498563334,0.483087059,0.445868402,0.410118656,0.453771651,0.563372987,0.365206985,0.289254243,0.448312841,
Fiji,,,,,,,,,,,0.341381423,0.347529483,0.4112239,0.986187862,1.286212048,1.046388675,0.603257071,0.694238599,0.64009372,1.12147575,1.737129245,1.249170684,1.568215098,1.555623904,1.255842768,1.346184224,1.831313264,2.730698829,2.861885078,2.789730742,2.317327852,1.250667218,1.019418868,1.540845967,1.54786138,1.499759671,1.423175108,1.187208274,1.275457101,0.845075902,1.077772011,1.073439839,0.989507047,1.033876404,0.87757995,0.947750804,0.974664114,0.715096151,0.880454237,1.175883027,2.209072239,1.963167717,2.029606873,1.355392872,1.17576955,1.040825065,1.019364654,1.266502495,1.191642575,1.154381425,1.45148578,2.252903613,
France,,,,,,,,,,,0.165243991,0.153388104,0.144655042,0.155711803,0.222204095,0.238199923,0.261759986,0.236313167,0.181463488,0.2050521,0.229679691,0.230375522,0.218949482,0.192763328,0.179168651,0.181989783,0.108746974,0.094338776,0.104634726,0.121922319,0.108864562,0.081425408,0.076559487,0.073214975,0.071242392,0.071726273,0.073072637,0.063718264,0.045513261,0.045844738,0.069744406,0.063148646,0.056837891,0.05124895,0.040625952,0.041727299,0.048157513,0.048483533,0.053980065,0.049458615,0.054657127,0.04869243,0.048360962,0.048169836,0.046225178,0.040991341,0.040190159,0.036225044,0.042905112,0.033787819,0.026631865,0.032536637,
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0.009158873,0.011973677,0.00764339,0.010252824,0.015905843,0.017143749,0.016846604,0.012989516,0.007072322,0.007464106,0.00857109,0.009733101,0.014273412,0.01652024,0.010684534,0.012487273,0.018908833,0.031993485,0.028911568,0.027273282,0.035425434,0.028203465,0.026674012,0.040600328,0.032192135,0.036049623,0.038532007,0.016504516,0.014743327,0.020073072,0.017847756,
Gabon,,,,,,,,,,,11.9846296,9.696466639,14.22546001,13.19571173,43.85770379,32.26042042,22.95716576,29.26378379,30.34482532,56.67669468,34.82564658,19.66213104,9.287897484,18.67781968,21.92807702,25.42194784,9.849097037,18.30201813,13.73546562,26.66259476,33.02869166,21.97921062,25.26422068,32.19849333,30.5940341,31.98285134,32.92083235,33.78906856,20.20163492,26.05139205,47.76986584,32.51679427,31.72719863,26.05702645,27.45678376,37.76734433,37.65597387,37.53351231,41.06808274,27.73625908,35.65488639,39.14599468,40.62933324,32.80698448,24.7540184,12.55343472,11.66219454,17.69978403,21.16026297,19.1754988,13.49882496,18.49334409,
United Kingdom,,,,,,,,,,,0.091232376,0.116086397,0.126238901,0.12072736,0.306528316,0.709224768,1.004556083,1.391966688,1.255819332,2.591362901,2.659500798,2.690784825,2.143813298,2.679186851,2.987979399,2.962559489,1.044881501,1.170008192,0.693268988,0.823953331,1.006279207,0.510409231,0.502754943,0.602769102,0.612814834,0.664257474,0.85502556,0.635577342,0.172024999,0.466885422,1.050851222,0.93700446,0.812837673,0.762200302,0.735707509,0.835958279,0.913361392,0.855441737,1.336595762,0.849461863,0.861239087,1.075447162,0.866071942,0.71735877,0.569359661,0.337710046,0.273025132,0.39788522,0.626195353,0.540491129,0.283975048,0.58854426,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.672835983,0.349555465,0.626896749,0.452219246,0.264964136,0.426069936,0.46234159,0.3799118,0.2033348,0.551848984,0.785932129,0.54827145,0.565805015,0.783502656,0.809468508,0.775238184,0.954778537,0.920367018,0.782966178,0.79232396,1.338252486,1.898516917,1.084289941,0.797121775,0.522067118,0.534094106,0.572435839,0.472314028,0.45123588,0.603605793,0.925523673,1.38946631,
Ghana,,,,,,,,,,,2.863082218,2.335502286,3.477307714,4.959308154,4.82726183,5.517001832,5.754136536,7.409093769,6.378102917,6.614146942,8.720037649,6.99761192,8.53011284,7.027669491,5.697458764,4.305375029,4.867649933,5.736229386,5.898852788,5.674443744,6.862740702,6.393325881,7.585666747,9.60397698,13.66693104,12.84473487,13.7777338,12.49940652,12.04866124,7.829316881,13.75972358,12.74606357,13.42490789,15.61977238,12.39741015,11.73180446,7.576184615,8.828153088,9.161901931,10.81158268,10.11462924,16.07068747,15.82267718,10.88921407,12.24953468,10.56351682,8.649802907,10.37004043,9.790407875,9.76736656,8.486579585,13.3474845,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,25.40125353,22.02233687,20.55897394,23.96604172,22.11384404,21.49616198,16.88770756,13.55176014,12.99954421,15.15836465,15.27937536,11.73034872,11.68370054,10.76589878,12.38468744,12.08234436,12.11145178,14.89639201,14.15987052,21.08746754,17.78569201,16.29330515,15.22396548,15.58553331,15.2920806,18.19951148,16.63166336,14.25015768,14.93195431,14.1138586,18.10636448,18.95312462,13.70237599,4.657943416,4.827688051,4.51955879,
The Gambia,,,,,,,,,,,2.303620717,1.887242975,2.055229596,2.752655796,2.380019064,2.766550825,2.55869019,3.83842403,3.274359731,2.498994914,2.73985934,2.667421529,3.994719021,2.800439998,3.107308575,1.854444139,3.80952758,3.458554032,3.352393681,3.511578022,4.354325011,2.109881637,2.312108146,2.153883157,2.372210614,3.036979907,2.697587623,2.609135735,2.546887258,2.001343543,2.2558455,2.489562406,3.547576283,6.122860657,2.54979498,2.631825738,2.729611758,3.040932377,3.184892886,3.297498467,3.030324306,4.467438799,5.781232979,5.90666402,5.240915463,5.558881776,6.561058127,6.493237097,2.72252449,2.81390984,3.034393045,2.856730411,
Guinea-Bissau,,,,,,,,,,,6.391737428,6.043349047,6.467883657,10.38240014,11.12072372,13.55338663,12.74289522,22.06955096,22.1804517,23.60104867,32.43541923,20.13635625,25.91002989,18.10080059,19.41324817,14.3987619,24.03377596,17.72241767,20.86621793,16.56699168,18.08760891,17.3009835,19.78542498,15.97232647,19.0093555,26.06173992,24.17085897,22.87405395,31.59983765,19.26880179,11.85681153,11.02701519,12.57786619,17.82676717,14.1311491,13.39636907,13.36373112,16.72343629,15.98064891,17.19744802,14.9307329,13.24877558,17.11985675,16.93992331,18.69878389,19.8714177,18.70150461,15.98573326,9.888867992,9.947400736,11.15158604,10.42850377,
Equatorial Guinea,,,,,,,,,,,14.60660442,3.11442977,3.627578048,4.588831415,4.595048413,5.335925521,4.424986063,6.538317134,,,18.07240697,26.97896813,33.36483208,25.86429461,19.60677885,17.06834348,19.51396386,19.94011488,16.40421133,20.48227478,20.96668377,17.91834421,21.45258498,26.59006306,40.77694105,50.13792234,68.66833972,71.31520289,61.96058406,67.4328689,88.59234565,,,,,56.28911442,53.9325201,50.1443327,46.43786601,27.73700367,36.31115024,37.68415636,39.00276342,33.34745692,27.1072399,17.50050735,16.45996536,21.95890674,27.80235331,25.43728016,16.68159888,23.50006405,
